	 DWIA + Delta + pion modifications 
    30.00  0.2397E+01  0.9451E+00  -.1111E+01  -.5128E+00    1.5580
    35.00  0.1841E+01  0.4877E+00  -.9826E+00  -.3302E+00    1.8954
    40.00  0.1348E+01  0.2412E+00  -.8014E+00  -.1948E+00    2.2776
    45.00  0.9495E+00  0.1217E+00  -.6142E+00  -.1077E+00    2.7018
    50.00  0.6400E+00  0.6688E-01  -.4433E+00  -.5598E-01    3.1647
    55.00  0.4119E+00  0.4216E-01  -.3015E+00  -.2745E-01    3.6629
    60.00  0.2584E+00  0.3053E-01  -.1980E+00  -.1299E-01    4.1925
    65.00  0.1557E+00  0.2324E-01  -.1240E+00  -.5838E-02    4.7494
    70.00  0.9101E-01  0.1768E-01  -.7492E-01  -.2549E-02    5.3295
    75.00  0.5191E-01  0.1307E-01  -.4397E-01  -.1150E-02    5.9284
    80.00  0.2917E-01  0.9278E-02  -.2533E-01  -.6068E-03    6.5414
    85.00  0.1606E-01  0.6276E-02  -.1423E-01  -.4134E-03    7.1639
    90.00  0.8707E-02  0.4053E-02  -.7822E-02  -.3487E-03    7.7912
    95.00  0.4712E-02  0.2506E-02  -.4242E-02  -.3177E-03    8.4185
   100.00  0.2624E-02  0.1500E-02  -.2316E-02  -.2874E-03    9.0410
   105.00  0.1508E-02  0.8681E-03  -.1266E-02  -.2447E-03    9.6540
   110.00  0.9188E-03  0.5004E-03  -.7038E-03  -.1936E-03   10.2529
   115.00  0.6039E-03  0.3085E-03  -.4030E-03  -.1399E-03   10.8330
   120.00  0.4248E-03  0.2233E-03  -.2369E-03  -.8879E-04   11.3899
   125.00  0.3126E-03  0.1972E-03  -.1412E-03  -.4338E-04   11.9195
   130.00  0.2356E-03  0.2017E-03  -.8429E-04  -.6263E-05   12.4177
   135.00  0.1795E-03  0.2206E-03  -.4983E-04  0.2099E-04   12.8806
   140.00  0.1376E-03  0.2443E-03  -.2862E-04  0.3823E-04   13.3048
   145.00  0.1039E-03  0.2668E-03  -.1589E-04  0.4792E-04   13.6870
   150.00  0.7944E-04  0.2838E-03  -.8057E-05  0.5025E-04   14.0244
   155.00  0.6010E-04  0.2951E-03  -.3636E-05  0.4807E-04   14.3143
   160.00  0.4593E-04  0.3022E-03  -.1241E-05  0.4219E-04   14.5546
   165.00  0.3589E-04  0.3078E-03  -.1536E-06  0.3369E-04   14.7434
   170.00  0.2870E-04  0.3138E-03  0.1231E-06  0.2344E-04   14.8793
   175.00  0.2430E-04  0.3190E-03  0.6185E-07  0.1203E-04   14.9613


 EGEQ(LAB)= 375.00   EG*(LAB)= 396.32 MEV   QI=467.73 MEV   QF=305.96 MEV
 W3He(MEV)=3167.690   EG*(CM)= 314.284   EPI(CM)= 336.301   Q2GEV=   0.120
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.4728E+01  0.6819E+01  -.1560E-08  -.5097E-04    0.6721
     5.00  0.4599E+01  0.6403E+01  -.1127E+00  -.4250E+00    0.7001
    10.00  0.4258E+01  0.5312E+01  -.3872E+00  -.7389E+00    0.7838
    15.00  0.3789E+01  0.3919E+01  -.6902E+00  -.8709E+00    0.9226
    20.00  0.3264E+01  0.2597E+01  -.9132E+00  -.8247E+00    1.1154
    25.00  0.2717E+01  0.1563E+01  -.1011E+01  -.6663E+00    1.3608
    30.00  0.2176E+01  0.8657E+00  -.9880E+00  -.4750E+00    1.6569
    35.00  0.1665E+01  0.4475E+00  -.8752E+00  -.3056E+00    2.0014
    40.00  0.1218E+01  0.2230E+00  -.7153E+00  -.1813E+00    2.3918
    45.00  0.8520E+00  0.1129E+00  -.5460E+00  -.1006E+00    2.8250
    50.00  0.5703E+00  0.6224E-01  -.3919E+00  -.5276E-01    3.2978
    55.00  0.3663E+00  0.3949E-01  -.2663E+00  -.2639E-01    3.8065
    60.00  0.2267E+00  0.2824E-01  -.1726E+00  -.1264E-01    4.3473
    65.00  0.1357E+00  0.2136E-01  -.1074E+00  -.5833E-02    4.9161
    70.00  0.7878E-01  0.1615E-01  -.6447E-01  -.2631E-02    5.5085
    75.00  0.4436E-01  0.1180E-01  -.3737E-01  -.1201E-02    6.1201
    80.00  0.2455E-01  0.8273E-02  -.2122E-01  -.6133E-03    6.7461
    85.00  0.1338E-01  0.5551E-02  -.1181E-01  -.3926E-03    7.3818
    90.00  0.7200E-02  0.3554E-02  -.6451E-02  -.3108E-03    8.0225
    95.00  0.3873E-02  0.2176E-02  -.3483E-02  -.2721E-03    8.6631
   100.00  0.2130E-02  0.1280E-02  -.1884E-02  -.2391E-03    9.2988
   105.00  0.1220E-02  0.7286E-03  -.1030E-02  -.2001E-03    9.9249
   110.00  0.7471E-03  0.4145E-03  -.5776E-03  -.1561E-03   10.5364
   115.00  0.4945E-03  0.2544E-03  -.3364E-03  -.1087E-03   11.1289
   120.00  0.3492E-03  0.1869E-03  -.2019E-03  -.6393E-04   11.6977
   125.00  0.2573E-03  0.1707E-03  -.1237E-03  -.2463E-04   12.2385
   130.00  0.1950E-03  0.1808E-03  -.7624E-04  0.5941E-05   12.7472
   135.00  0.1481E-03  0.2010E-03  -.4646E-04  0.2834E-04   13.2200
   140.00  0.1115E-03  0.2240E-03  -.2774E-04  0.4271E-04   13.6532
   145.00  0.8381E-04  0.2445E-03  -.1572E-04  0.4925E-04   14.0435
   150.00  0.6180E-04  0.2601E-03  -.8466E-05  0.5053E-04   14.3881
   155.00  0.4575E-04  0.2697E-03  -.4032E-05  0.4718E-04   14.6842
   160.00  0.3371E-04  0.2755E-03  -.1604E-05  0.4088E-04   14.9295
   165.00  0.2475E-04  0.2802E-03  -.4551E-06  0.3247E-04   15.1224
   170.00  0.1861E-04  0.2850E-03  -.4380E-07  0.2249E-04   15.2612
   175.00  0.1507E-04  0.2891E-03  0.1584E-07  0.1149E-04   15.3449


 EGEQ(LAB)= 375.00   EG*(LAB)= 398.09 MEV   QI=477.27 MEV   QF=305.96 MEV
 W3He(MEV)=3167.690   EG*(CM)= 312.705   EPI(CM)= 336.301   Q2GEV=   0.130
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.4243E+01  0.6178E+01  -.1333E-08  -.4857E-04    0.7537
     5.00  0.4135E+01  0.5801E+01  -.9657E-01  -.4036E+00    0.7822
    10.00  0.3843E+01  0.4814E+01  -.3345E+00  -.6960E+00    0.8676
    15.00  0.3431E+01  0.3551E+01  -.6013E+00  -.8125E+00    1.0092
    20.00  0.2961E+01  0.2355E+01  -.8027E+00  -.7642E+00    1.2060
    25.00  0.2466E+01  0.1420E+01  -.8946E+00  -.6148E+00    1.4564
    30.00  0.1974E+01  0.7894E+00  -.8797E+00  -.4383E+00    1.7585
    35.00  0.1507E+01  0.4094E+00  -.7803E+00  -.2824E+00    2.1101
    40.00  0.1095E+01  0.2042E+00  -.6353E+00  -.1676E+00    2.5084
    45.00  0.7642E+00  0.1043E+00  -.4850E+00  -.9383E-01    2.9504
    50.00  0.5084E+00  0.5774E-01  -.3464E+00  -.4964E-01    3.4328
    55.00  0.3238E+00  0.3651E-01  -.2336E+00  -.2506E-01    3.9519
    60.00  0.1993E+00  0.2602E-01  -.1507E+00  -.1221E-01    4.5038
    65.00  0.1185E+00  0.1954E-01  -.9316E-01  -.5745E-02    5.0842
    70.00  0.6757E-01  0.1455E-01  -.5497E-01  -.2603E-02    5.6887
    75.00  0.3781E-01  0.1057E-01  -.3167E-01  -.1199E-02    6.3127
    80.00  0.2085E-01  0.7374E-02  -.1793E-01  -.6062E-03    6.9515
    85.00  0.1119E-01  0.4889E-02  -.9838E-02  -.3636E-03    7.6002
    90.00  0.5909E-02  0.3083E-02  -.5285E-02  -.2683E-03    8.2539
    95.00  0.3140E-02  0.1860E-02  -.2827E-02  -.2258E-03    8.9076
   100.00  0.1707E-02  0.1072E-02  -.1517E-02  -.1935E-03    9.5563
   105.00  0.9778E-03  0.5981E-03  -.8331E-03  -.1594E-03   10.1951
   110.00  0.6056E-03  0.3352E-03  -.4759E-03  -.1214E-03   10.8191
   115.00  0.4074E-03  0.2062E-03  -.2843E-03  -.8195E-04   11.4236
   120.00  0.2920E-03  0.1561E-03  -.1759E-03  -.4414E-04   12.0040
   125.00  0.2173E-03  0.1485E-03  -.1111E-03  -.1103E-04   12.5558
   130.00  0.1640E-03  0.1613E-03  -.7060E-04  0.1539E-04   13.0749
   135.00  0.1240E-03  0.1822E-03  -.4427E-04  0.3382E-04   13.5573
   140.00  0.9299E-04  0.2039E-03  -.2694E-04  0.4483E-04   13.9994
   145.00  0.6836E-04  0.2227E-03  -.1585E-04  0.4988E-04   14.3977
   150.00  0.4982E-04  0.2360E-03  -.8639E-05  0.4955E-04   14.7492
   155.00  0.3562E-04  0.2443E-03  -.4355E-05  0.4575E-04   15.0514
   160.00  0.2513E-04  0.2491E-03  -.1917E-05  0.3929E-04   15.3017
   165.00  0.1773E-04  0.2525E-03  -.6585E-06  0.3092E-04   15.4985
   170.00  0.1257E-04  0.2561E-03  -.1529E-06  0.2131E-04   15.6401
   175.00  0.9480E-05  0.2593E-03  -.1635E-07  0.1087E-04   15.7255

**********   W = 3172.13 MeV    Q2=0.02 - 0.13 with step 0.01  **********

 EGEQ(LAB)= 380.00   EG*(LAB)= 383.55 MEV   QI=362.75 MEV   QF=310.31 MEV
 W3He(MEV)=3172.130   EG*(CM)= 334.043   EPI(CM)= 340.267   Q2GEV=   0.020
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.1324E+02  0.3941E+01  -.1088E-07  0.1685E-03    0.0706
     5.00  0.1241E+02  0.4094E+01  -.7494E+00  0.1208E+01    0.0926
    10.00  0.1046E+02  0.4102E+01  -.2245E+01  0.1309E+01    0.1584
    15.00  0.8581E+01  0.3556E+01  -.3340E+01  0.6130E+00    0.2676
    20.00  0.7160E+01  0.2640E+01  -.3706E+01  -.6892E-01    0.4193
    25.00  0.6004E+01  0.1715E+01  -.3539E+01  -.3982E+00    0.6123
    30.00  0.4941E+01  0.1000E+01  -.3107E+01  -.4348E+00    0.8452
    35.00  0.3931E+01  0.5351E+00  -.2581E+01  -.3365E+00    1.1162
    40.00  0.3006E+01  0.2675E+00  -.2050E+01  -.2143E+00    1.4232
    45.00  0.2216E+01  0.1291E+00  -.1569E+01  -.1172E+00    1.7640
    50.00  0.1569E+01  0.6296E-01  -.1153E+01  -.5389E-01    2.1359
    55.00  0.1071E+01  0.3394E-01  -.8151E+00  -.1871E-01    2.5360
    60.00  0.7171E+00  0.2210E-01  -.5639E+00  -.2291E-02    2.9614
    65.00  0.4659E+00  0.1667E-01  -.3773E+00  0.3928E-02    3.4088
    70.00  0.2961E+00  0.1349E-01  -.2459E+00  0.5075E-02    3.8748
    75.00  0.1851E+00  0.1095E-01  -.1567E+00  0.4187E-02    4.3558
    80.00  0.1140E+00  0.8622E-02  -.9782E-01  0.2781E-02    4.8483
    85.00  0.6986E-01  0.6561E-02  -.6026E-01  0.1494E-02    5.3483
    90.00  0.4246E-01  0.4807E-02  -.3638E-01  0.5437E-03    5.8522
    95.00  0.2607E-01  0.3427E-02  -.2183E-01  -.7700E-04    6.3561
   100.00  0.1621E-01  0.2379E-02  -.1297E-01  -.4294E-03    6.8562
   105.00  0.1021E-01  0.1609E-02  -.7565E-02  -.5907E-03    7.3486
   110.00  0.6604E-02  0.1069E-02  -.4350E-02  -.6304E-03    7.8297
   115.00  0.4456E-02  0.7077E-03  -.2479E-02  -.5993E-03    8.2957
   120.00  0.3139E-02  0.4752E-03  -.1391E-02  -.5280E-03    8.7430
   125.00  0.2297E-02  0.3300E-03  -.7558E-03  -.4383E-03    9.1684
   130.00  0.1739E-02  0.2434E-03  -.3924E-03  -.3475E-03    9.5686
   135.00  0.1384E-02  0.1985E-03  -.1962E-03  -.2694E-03    9.9405
   140.00  0.1117E-02  0.1789E-03  -.8762E-04  -.2022E-03   10.2812
   145.00  0.9404E-03  0.1757E-03  -.3484E-04  -.1500E-03   10.5883
   150.00  0.7990E-03  0.1774E-03  -.7721E-05  -.1081E-03   10.8593
   155.00  0.7066E-03  0.1794E-03  0.3029E-05  -.7647E-04   11.0922
   160.00  0.6352E-03  0.1814E-03  0.6291E-05  -.5176E-04   11.2852
   165.00  0.5795E-03  0.1869E-03  0.5579E-05  -.3303E-04   11.4369
   170.00  0.5390E-03  0.1968E-03  0.3179E-05  -.1915E-04   11.5460
   175.00  0.5183E-03  0.2071E-03  0.9016E-06  -.8760E-05   11.6119


 EGEQ(LAB)= 380.00   EG*(LAB)= 385.33 MEV   QI=374.88 MEV   QF=310.31 MEV
 W3He(MEV)=3172.130   EG*(CM)= 332.467   EPI(CM)= 340.267   Q2GEV=   0.030
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.1224E+02  0.5901E+01  -.9058E-08  0.1207E-03    0.1071
     5.00  0.1148E+02  0.5853E+01  -.6238E+00  0.8415E+00    0.1298
    10.00  0.9805E+01  0.5448E+01  -.1894E+01  0.8205E+00    0.1978
    15.00  0.8141E+01  0.4472E+01  -.2877E+01  0.2089E+00    0.3107
    20.00  0.6804E+01  0.3202E+01  -.3253E+01  -.3359E+00    0.4674
    25.00  0.5670E+01  0.2028E+01  -.3155E+01  -.5510E+00    0.6669
    30.00  0.4627E+01  0.1162E+01  -.2802E+01  -.5131E+00    0.9076
    35.00  0.3647E+01  0.6144E+00  -.2342E+01  -.3727E+00    1.1876
    40.00  0.2769E+01  0.3067E+00  -.1868E+01  -.2301E+00    1.5049
    45.00  0.2020E+01  0.1493E+00  -.1426E+01  -.1233E+00    1.8571
    50.00  0.1412E+01  0.7498E-01  -.1039E+01  -.5621E-01    2.2414
    55.00  0.9604E+00  0.4306E-01  -.7345E+00  -.2026E-01    2.6549
    60.00  0.6353E+00  0.2928E-01  -.5031E+00  -.3461E-02    3.0946
    65.00  0.4058E+00  0.2230E-01  -.3314E+00  0.2934E-02    3.5569
    70.00  0.2554E+00  0.1790E-01  -.2141E+00  0.4161E-02    4.0385
    75.00  0.1581E+00  0.1425E-01  -.1354E+00  0.3409E-02    4.5356
    80.00  0.9630E-01  0.1096E-01  -.8371E-01  0.2165E-02    5.0445
    85.00  0.5786E-01  0.8105E-02  -.5065E-01  0.1044E-02    5.5613
    90.00  0.3466E-01  0.5790E-02  -.3022E-01  0.2265E-03    6.0821
    95.00  0.2096E-01  0.4023E-02  -.1791E-01  -.2877E-03    6.6028
   100.00  0.1279E-01  0.2717E-02  -.1047E-01  -.5582E-03    7.1196
   105.00  0.7952E-02  0.1790E-02  -.6029E-02  -.6616E-03    7.6285
   110.00  0.5085E-02  0.1156E-02  -.3421E-02  -.6597E-03    8.1256
   115.00  0.3380E-02  0.7424E-03  -.1911E-02  -.5975E-03    8.6072
   120.00  0.2348E-02  0.4853E-03  -.1046E-02  -.5057E-03    9.0696
   125.00  0.1714E-02  0.3342E-03  -.5586E-03  -.4065E-03    9.5092
   130.00  0.1308E-02  0.2508E-03  -.2869E-03  -.3136E-03    9.9227
   135.00  0.1024E-02  0.2095E-03  -.1357E-03  -.2319E-03   10.3070
   140.00  0.8357E-03  0.1974E-03  -.5879E-04  -.1682E-03   10.6592
   145.00  0.6921E-03  0.1997E-03  -.1941E-04  -.1181E-03   10.9765
   150.00  0.5940E-03  0.2067E-03  -.1877E-05  -.8139E-04   11.2566
   155.00  0.5140E-03  0.2121E-03  0.5392E-05  -.5312E-04   11.4973
   160.00  0.4594E-03  0.2166E-03  0.6897E-05  -.3327E-04   11.6967
   165.00  0.4199E-03  0.2240E-03  0.5575E-05  -.1956E-04   11.8535
   170.00  0.3907E-03  0.2355E-03  0.3099E-05  -.1039E-04   11.9663
   175.00  0.3724E-03  0.2472E-03  0.8775E-06  -.4376E-05   12.0343


 EGEQ(LAB)= 380.00   EG*(LAB)= 387.11 MEV   QI=386.64 MEV   QF=310.31 MEV
 W3He(MEV)=3172.130   EG*(CM)= 330.891   EPI(CM)= 340.267   Q2GEV=   0.040
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.1122E+02  0.7491E+01  -.7447E-08  0.7388E-04    0.1496
     5.00  0.1059E+02  0.7269E+01  -.5160E+00  0.4921E+00    0.1731
    10.00  0.9161E+01  0.6476E+01  -.1591E+01  0.3676E+00    0.2432
    15.00  0.7687E+01  0.5126E+01  -.2468E+01  -.1479E+00    0.3596
    20.00  0.6419E+01  0.3568E+01  -.2841E+01  -.5510E+00    0.5212
    25.00  0.5322E+01  0.2220E+01  -.2801E+01  -.6590E+00    0.7270
    30.00  0.4308E+01  0.1256E+01  -.2515E+01  -.5592E+00    0.9752
    35.00  0.3373E+01  0.6587E+00  -.2119E+01  -.3897E+00    1.2641
    40.00  0.2541E+01  0.3278E+00  -.1695E+01  -.2351E+00    1.5913
    45.00  0.1831E+01  0.1597E+00  -.1287E+01  -.1241E+00    1.9545
    50.00  0.1275E+01  0.8239E-01  -.9380E+00  -.5700E-01    2.3509
    55.00  0.8587E+00  0.4865E-01  -.6584E+00  -.2124E-01    2.7774
    60.00  0.5595E+00  0.3355E-01  -.4450E+00  -.4509E-02    3.2308
    65.00  0.3552E+00  0.2580E-01  -.2916E+00  0.1784E-02    3.7077
    70.00  0.2215E+00  0.2056E-01  -.1869E+00  0.3165E-02    4.2044
    75.00  0.1349E+00  0.1607E-01  -.1164E+00  0.2658E-02    4.7171
    80.00  0.8071E-01  0.1213E-01  -.7082E-01  0.1644E-02    5.2419
    85.00  0.4753E-01  0.8793E-02  -.4210E-01  0.7142E-03    5.7749
    90.00  0.2821E-01  0.6192E-02  -.2495E-01  0.3124E-04    6.3120
    95.00  0.1683E-01  0.4226E-02  -.1462E-01  -.3840E-03    6.8491
   100.00  0.1008E-01  0.2796E-02  -.8403E-02  -.5865E-03    7.3821
   105.00  0.6154E-02  0.1801E-02  -.4759E-02  -.6465E-03    7.9070
   110.00  0.3865E-02  0.1134E-02  -.2649E-02  -.6176E-03    8.4197
   115.00  0.2567E-02  0.7185E-03  -.1472E-02  -.5463E-03    8.9164
   120.00  0.1786E-02  0.4668E-03  -.8008E-03  -.4520E-03    9.3932
   125.00  0.1298E-02  0.3229E-03  -.4209E-03  -.3529E-03    9.8466
   130.00  0.9770E-03  0.2470E-03  -.2090E-03  -.2611E-03   10.2732
   135.00  0.7740E-03  0.2164E-03  -.9848E-04  -.1873E-03   10.6695
   140.00  0.6244E-03  0.2112E-03  -.3989E-04  -.1285E-03   11.0327
   145.00  0.5183E-03  0.2195E-03  -.1171E-04  -.8516E-04   11.3600
   150.00  0.4363E-03  0.2305E-03  0.1040E-05  -.5311E-04   11.6488
   155.00  0.3794E-03  0.2387E-03  0.5679E-05  -.3121E-04   11.8971
   160.00  0.3336E-03  0.2451E-03  0.6416E-05  -.1606E-04   12.1028
   165.00  0.2982E-03  0.2538E-03  0.5025E-05  -.6743E-05   12.2645
   170.00  0.2768E-03  0.2659E-03  0.2757E-05  -.2183E-05   12.3808
   175.00  0.2632E-03  0.2778E-03  0.7777E-06  -.3813E-06   12.4510


 EGEQ(LAB)= 380.00   EG*(LAB)= 388.88 MEV   QI=398.06 MEV   QF=310.31 MEV
 W3He(MEV)=3172.130   EG*(CM)= 329.314   EPI(CM)= 340.267   Q2GEV=   0.050
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.1023E+02  0.8583E+01  -.6089E-08  0.3420E-04    0.1977
     5.00  0.9708E+01  0.8221E+01  -.4245E+00  0.1967E+00    0.2219
    10.00  0.8499E+01  0.7131E+01  -.1331E+01  -.8556E-02    0.2941
    15.00  0.7190E+01  0.5500E+01  -.2106E+01  -.4323E+00    0.4139
    20.00  0.6016E+01  0.3761E+01  -.2475E+01  -.7093E+00    0.5803
    25.00  0.4969E+01  0.2310E+01  -.2481E+01  -.7280E+00    0.7921
    30.00  0.3998E+01  0.1295E+01  -.2254E+01  -.5815E+00    1.0477
    35.00  0.3108E+01  0.6753E+00  -.1912E+01  -.3932E+00    1.3451
    40.00  0.2320E+01  0.3346E+00  -.1529E+01  -.2329E+00    1.6820
    45.00  0.1664E+01  0.1644E+00  -.1162E+01  -.1226E+00    2.0559
    50.00  0.1146E+01  0.8569E-01  -.8417E+00  -.5659E-01    2.4640
    55.00  0.7645E+00  0.5141E-01  -.5865E+00  -.2183E-01    2.9031
    60.00  0.4952E+00  0.3601E-01  -.3946E+00  -.5686E-02    3.3699
    65.00  0.3112E+00  0.2765E-01  -.2562E+00  0.6030E-03    3.8609
    70.00  0.1908E+00  0.2173E-01  -.1616E+00  0.2220E-02    4.3722
    75.00  0.1149E+00  0.1681E-01  -.9961E-01  0.1959E-02    4.9001
    80.00  0.6809E-01  0.1255E-01  -.6010E-01  0.1180E-02    5.4404
    85.00  0.3974E-01  0.8997E-02  -.3547E-01  0.4375E-03    5.9892
    90.00  0.2323E-01  0.6239E-02  -.2075E-01  -.1043E-03    6.5421
    95.00  0.1359E-01  0.4184E-02  -.1195E-01  -.4250E-03    7.0951
   100.00  0.8008E-02  0.2722E-02  -.6775E-02  -.5717E-03    7.6438
   105.00  0.4819E-02  0.1722E-02  -.3787E-02  -.6006E-03    8.1842
   110.00  0.3012E-02  0.1070E-02  -.2095E-02  -.5594E-03    8.7120
   115.00  0.1973E-02  0.6656E-03  -.1144E-02  -.4805E-03    9.2234
   120.00  0.1354E-02  0.4276E-03  -.6099E-03  -.3854E-03    9.7143
   125.00  0.9808E-03  0.2996E-03  -.3165E-03  -.2920E-03   10.1811
   130.00  0.7487E-03  0.2393E-03  -.1586E-03  -.2105E-03   10.6202
   135.00  0.5860E-03  0.2173E-03  -.7232E-04  -.1429E-03   11.0283
   140.00  0.4727E-03  0.2193E-03  -.2860E-04  -.9183E-04   11.4022
   145.00  0.3885E-03  0.2323E-03  -.7457E-05  -.5470E-04   11.7391
   150.00  0.3256E-03  0.2463E-03  0.1826E-05  -.2895E-04   12.0365
   155.00  0.2758E-03  0.2565E-03  0.5213E-05  -.1150E-04   12.2921
   160.00  0.2425E-03  0.2640E-03  0.5547E-05  -.1605E-05   12.5039
   165.00  0.2161E-03  0.2730E-03  0.4296E-05  0.3355E-05   12.6703
   170.00  0.1964E-03  0.2851E-03  0.2359E-05  0.4448E-05   12.7901
   175.00  0.1840E-03  0.2967E-03  0.6660E-06  0.2898E-05   12.8624


 EGEQ(LAB)= 380.00   EG*(LAB)= 390.66 MEV   QI=409.16 MEV   QF=310.31 MEV
 W3He(MEV)=3172.130   EG*(CM)= 327.738   EPI(CM)= 340.267   Q2GEV=   0.060
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.9316E+01  0.9215E+01  -.4995E-08  0.3611E-05    0.2509
     5.00  0.8877E+01  0.8748E+01  -.3501E+00  -.3035E-01    0.2757
    10.00  0.7861E+01  0.7464E+01  -.1116E+01  -.2944E+00    0.3500
    15.00  0.6694E+01  0.5652E+01  -.1800E+01  -.6399E+00    0.4731
    20.00  0.5608E+01  0.3814E+01  -.2156E+01  -.8145E+00    0.6442
    25.00  0.4615E+01  0.2320E+01  -.2195E+01  -.7639E+00    0.8619
    30.00  0.3694E+01  0.1292E+01  -.2016E+01  -.5854E+00    1.1246
    35.00  0.2850E+01  0.6699E+00  -.1717E+01  -.3866E+00    1.4303
    40.00  0.2118E+01  0.3326E+00  -.1379E+01  -.2271E+00    1.7767
    45.00  0.1505E+01  0.1637E+00  -.1044E+01  -.1190E+00    2.1610
    50.00  0.1027E+01  0.8595E-01  -.7516E+00  -.5535E-01    2.5805
    55.00  0.6832E+00  0.5257E-01  -.5236E+00  -.2236E-01    3.0318
    60.00  0.4360E+00  0.3676E-01  -.3475E+00  -.6637E-02    3.5116
    65.00  0.2712E+00  0.2812E-01  -.2235E+00  -.4225E-03    4.0163
    70.00  0.1654E+00  0.2202E-01  -.1403E+00  0.1341E-02    4.5419
    75.00  0.9846E-01  0.1684E-01  -.8556E-01  0.1341E-02    5.0845
    80.00  0.5721E-01  0.1237E-01  -.5068E-01  0.8079E-03    5.6399
    85.00  0.3290E-01  0.8753E-02  -.2952E-01  0.2434E-03    6.2040
    90.00  0.1894E-01  0.5984E-02  -.1705E-01  -.1755E-03    6.7723
    95.00  0.1089E-01  0.3955E-02  -.9687E-02  -.4199E-03    7.3407
   100.00  0.6322E-02  0.2531E-02  -.5419E-02  -.5237E-03    7.9048
   105.00  0.3744E-02  0.1572E-02  -.2986E-02  -.5308E-03    8.4602
   110.00  0.2314E-02  0.9591E-03  -.1634E-02  -.4824E-03    9.0028
   115.00  0.1511E-02  0.5896E-03  -.8875E-03  -.4061E-03    9.5284
   120.00  0.1044E-02  0.3810E-03  -.4748E-03  -.3197E-03   10.0330
   125.00  0.7591E-03  0.2727E-03  -.2465E-03  -.2358E-03   10.5129
   130.00  0.5724E-03  0.2245E-03  -.1221E-03  -.1608E-03   10.9642
   135.00  0.4506E-03  0.2131E-03  -.5655E-04  -.1030E-03   11.3837
   140.00  0.3609E-03  0.2211E-03  -.2251E-04  -.5930E-04   11.7680
   145.00  0.2930E-03  0.2375E-03  -.5966E-05  -.2841E-04   12.1144
   150.00  0.2422E-03  0.2534E-03  0.1352E-05  -.8188E-05   12.4200
   155.00  0.2042E-03  0.2647E-03  0.4052E-05  0.3972E-05   12.6827
   160.00  0.1737E-03  0.2731E-03  0.4379E-05  0.1038E-04   12.9004
   165.00  0.1526E-03  0.2820E-03  0.3423E-05  0.1172E-04   13.0715
   170.00  0.1379E-03  0.2932E-03  0.1895E-05  0.9631E-05   13.1947
   175.00  0.1285E-03  0.3038E-03  0.5375E-06  0.5369E-05   13.2689


 EGEQ(LAB)= 380.00   EG*(LAB)= 392.43 MEV   QI=419.98 MEV   QF=310.31 MEV
 W3He(MEV)=3172.130   EG*(CM)= 326.162   EPI(CM)= 340.267   Q2GEV=   0.070
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.8448E+01  0.9412E+01  -.4108E-08  -.1834E-04    0.3089
     5.00  0.8094E+01  0.8904E+01  -.2900E+00  -.1927E+00    0.3343
    10.00  0.7222E+01  0.7500E+01  -.9371E+00  -.4939E+00    0.4106
    15.00  0.6193E+01  0.5615E+01  -.1541E+01  -.7763E+00    0.5369
    20.00  0.5198E+01  0.3755E+01  -.1879E+01  -.8727E+00    0.7125
    25.00  0.4267E+01  0.2269E+01  -.1940E+01  -.7731E+00    0.9360
    30.00  0.3398E+01  0.1258E+01  -.1798E+01  -.5750E+00    1.2057
    35.00  0.2613E+01  0.6523E+00  -.1544E+01  -.3747E+00    1.5194
    40.00  0.1926E+01  0.3230E+00  -.1239E+01  -.2180E+00    1.8749
    45.00  0.1356E+01  0.1591E+00  -.9340E+00  -.1140E+00    2.2694
    50.00  0.9244E+00  0.8500E-01  -.6738E+00  -.5412E-01    2.7000
    55.00  0.6072E+00  0.5200E-01  -.4642E+00  -.2247E-01    3.1633
    60.00  0.3835E+00  0.3638E-01  -.3052E+00  -.7420E-02    3.6558
    65.00  0.2379E+00  0.2788E-01  -.1959E+00  -.1373E-02    4.1737
    70.00  0.1429E+00  0.2155E-01  -.1212E+00  0.6029E-03    4.7133
    75.00  0.8366E-01  0.1626E-01  -.7275E-01  0.8479E-03    5.2702
    80.00  0.4810E-01  0.1184E-01  -.4268E-01  0.5110E-03    5.8403
